idx,params_1,params_2,params_3,params_4,fitness_1,fitness_2,hypervolume,gen
0,4.0,165.0,8.0,2.0,6.78717166,1730.0,10751.8742766,1.0
1,4.0,165.0,8.0,2.0,6.78717166,1730.0,10751.8742766,1.0
2,5.0,50.0,104.0,1.0,6.87514813,1560.0,10751.8742766,1.0
3,5.0,50.0,104.0,1.0,6.87514813,1560.0,10751.8742766,1.0
4,5.0,50.0,104.0,1.0,6.87514813,1560.0,10751.8742766,1.0
5,5.0,169.0,19.0,1.0,6.61752668,1900.0,10751.8742766,1.0
6,5.0,169.0,19.0,1.0,6.61752668,1900.0,10751.8742766,1.0
7,3.0,63.0,4.0,2.0,7.58641198,670.0,10751.8742766,1.0
8,3.0,63.0,4.0,2.0,7.58641198,670.0,10751.8742766,1.0
9,5.0,54.0,15.0,2.0,7.10587923,690.0,10751.8742766,1.0
10,5.0,60.0,108.0,1.0,6.85110112,1700.0,10751.8742766,1.0
11,5.0,169.0,196.0,1.0,6.60420417,3670.0,10751.8742766,1.0
12,5.0,17.0,139.0,1.0,6.93375589,1580.0,10751.8742766,1.0
13,5.0,17.0,139.0,1.0,6.93375589,1580.0,10751.8742766,1.0
14,5.0,17.0,139.0,1.0,6.93375589,1580.0,10751.8742766,1.0
15,4.0,186.0,30.0,2.0,6.7450173,2160.0,10751.8742766,1.0
16,5.0,54.0,149.0,1.0,6.84224842,2050.0,10751.8742766,1.0
17,5.0,54.0,149.0,1.0,6.84224842,2050.0,10751.8742766,1.0
18,5.0,177.0,81.0,2.0,6.62436802,2580.0,10751.8742766,1.0
19,5.0,177.0,81.0,2.0,6.62436802,2580.0,10751.8742766,1.0
20,4.0,180.0,75.0,1.0,6.71996722,2570.0,10751.8742766,1.0
21,2.0,63.0,4.0,2.0,7.88865939,670.0,10751.8742766,1.0
22,3.0,57.0,69.0,1.0,7.51086506,1280.0,10751.8742766,1.0
23,3.0,57.0,69.0,1.0,7.51086506,1280.0,10751.8742766,1.0
24,3.0,57.0,50.0,1.0,7.53745615,1090.0,10751.8742766,1.0
25,5.0,117.0,187.0,2.0,6.68348627,3040.0,10751.8742766,1.0
26,5.0,117.0,187.0,2.0,6.68348627,3040.0,10751.8742766,1.0
27,1.0,17.0,99.0,2.0,8.34169925,1160.0,10751.8742766,1.0
0,4.0,165.0,8.0,2.0,6.78717166,1730.0,11239.7332583,2.0
1,4.0,165.0,8.0,2.0,6.78717166,1730.0,11239.7332583,2.0
2,4.0,165.0,8.0,2.0,6.78717166,1730.0,11239.7332583,2.0
3,5.0,169.0,19.0,1.0,6.61752668,1900.0,11239.7332583,2.0
4,5.0,169.0,19.0,1.0,6.61752668,1900.0,11239.7332583,2.0
5,5.0,169.0,19.0,1.0,6.61752668,1900.0,11239.7332583,2.0
6,5.0,54.0,15.0,2.0,7.10587923,690.0,11239.7332583,2.0
7,5.0,169.0,196.0,1.0,6.60420417,3670.0,11239.7332583,2.0
8,5.0,169.0,196.0,1.0,6.60420417,3670.0,11239.7332583,2.0
9,5.0,84.0,45.0,2.0,6.81952519,1290.0,11239.7332583,2.0
10,4.0,63.0,4.0,2.0,7.28539126,670.0,11239.7332583,2.0
11,3.0,44.0,4.0,2.0,7.9169027,480.0,11239.7332583,2.0
12,5.0,48.0,139.0,1.0,6.81873789,1890.0,11239.7332583,2.0
13,5.0,186.0,30.0,2.0,6.6184812,2160.0,11239.7332583,2.0
14,5.0,96.0,99.0,2.0,6.75338425,1950.0,11239.7332583,2.0
15,5.0,50.0,104.0,1.0,6.87514813,1560.0,11239.7332583,2.0
16,5.0,50.0,104.0,1.0,6.87514813,1560.0,11239.7332583,2.0
17,5.0,50.0,104.0,1.0,6.87514813,1560.0,11239.7332583,2.0
18,5.0,50.0,104.0,1.0,6.87514813,1560.0,11239.7332583,2.0
19,5.0,60.0,108.0,1.0,6.85110112,1700.0,11239.7332583,2.0
20,5.0,57.0,126.0,1.0,6.83331589,1850.0,11239.7332583,2.0
21,4.0,63.0,4.0,2.0,7.29259096,670.0,11239.7332583,2.0
22,5.0,177.0,81.0,2.0,6.62436802,2580.0,11239.7332583,2.0
23,5.0,177.0,81.0,2.0,6.62436802,2580.0,11239.7332583,2.0
24,3.0,63.0,4.0,2.0,7.58641198,670.0,11239.7332583,2.0
25,3.0,63.0,4.0,2.0,7.58641198,670.0,11239.7332583,2.0
26,5.0,17.0,139.0,1.0,6.93375589,1580.0,11239.7332583,2.0
27,3.0,57.0,69.0,1.0,7.51086506,1280.0,11239.7332583,2.0
0,5.0,169.0,19.0,1.0,6.61752668,1900.0,11323.0808865,3.0
1,5.0,169.0,19.0,1.0,6.61752668,1900.0,11323.0808865,3.0
2,5.0,169.0,19.0,1.0,6.61752668,1900.0,11323.0808865,3.0
3,5.0,169.0,19.0,1.0,6.61752668,1900.0,11323.0808865,3.0
4,5.0,84.0,45.0,2.0,6.81952519,1290.0,11323.0808865,3.0
5,5.0,84.0,45.0,2.0,6.81952519,1290.0,11323.0808865,3.0
6,5.0,84.0,45.0,2.0,6.81952519,1290.0,11323.0808865,3.0
7,3.0,44.0,4.0,2.0,7.9169027,480.0,11323.0808865,3.0
8,3.0,44.0,4.0,2.0,7.9169027,480.0,11323.0808865,3.0
9,5.0,169.0,4.0,2.0,6.62260646,1730.0,11323.0808865,3.0
10,5.0,169.0,178.0,1.0,6.59463997,3490.0,11323.0808865,3.0
11,5.0,50.0,15.0,2.0,7.08529711,650.0,11323.0808865,3.0
12,5.0,63.0,61.0,2.0,6.82639131,1240.0,11323.0808865,3.0
13,5.0,169.0,126.0,1.0,6.613359,2970.0,11323.0808865,3.0
14,5.0,169.0,196.0,1.0,6.60420417,3670.0,11323.0808865,3.0
15,5.0,169.0,196.0,1.0,6.60420417,3670.0,11323.0808865,3.0
16,5.0,63.0,4.0,2.0,7.10268663,670.0,11323.0808865,3.0
17,5.0,57.0,69.0,1.0,6.88371887,1280.0,11323.0808865,3.0
18,5.0,186.0,30.0,2.0,6.6184812,2160.0,11323.0808865,3.0
19,5.0,162.0,15.0,2.0,6.64853208,1770.0,11323.0808865,3.0
20,4.0,165.0,8.0,2.0,6.78717166,1730.0,11323.0808865,3.0
21,5.0,60.0,108.0,1.0,6.85110112,1700.0,11323.0808865,3.0
22,5.0,169.0,19.0,2.0,6.62344786,1880.0,11323.0808865,3.0
23,4.0,165.0,8.0,2.0,6.78717166,1730.0,11323.0808865,3.0
24,5.0,50.0,104.0,1.0,6.87514813,1560.0,11323.0808865,3.0
25,5.0,186.0,30.0,2.0,6.6184812,2160.0,11323.0808865,3.0
26,5.0,50.0,104.0,1.0,6.87514813,1560.0,11323.0808865,3.0
27,4.0,165.0,8.0,2.0,6.78717166,1730.0,11323.0808865,3.0
0,5.0,169.0,19.0,1.0,6.61752668,1900.0,11451.263685299999,4.0
1,5.0,169.0,19.0,1.0,6.61752668,1900.0,11451.263685299999,4.0
2,5.0,169.0,19.0,1.0,6.61752668,1900.0,11451.263685299999,4.0
3,5.0,169.0,19.0,1.0,6.61752668,1900.0,11451.263685299999,4.0
4,5.0,169.0,19.0,1.0,6.61752668,1900.0,11451.263685299999,4.0
5,5.0,169.0,19.0,1.0,6.61752668,1900.0,11451.263685299999,4.0
6,5.0,84.0,45.0,2.0,6.81952519,1290.0,11451.263685299999,4.0
7,5.0,84.0,45.0,2.0,6.81952519,1290.0,11451.263685299999,4.0
8,5.0,84.0,45.0,2.0,6.81952519,1290.0,11451.263685299999,4.0
9,5.0,169.0,4.0,2.0,6.62260646,1730.0,11451.263685299999,4.0
10,5.0,169.0,4.0,2.0,6.62260646,1730.0,11451.263685299999,4.0
11,5.0,169.0,4.0,2.0,6.62260646,1730.0,11451.263685299999,4.0
12,5.0,169.0,178.0,1.0,6.59463997,3490.0,11451.263685299999,4.0
13,5.0,169.0,178.0,1.0,6.59463997,3490.0,11451.263685299999,4.0
14,5.0,50.0,15.0,2.0,7.08529711,650.0,11451.263685299999,4.0
15,5.0,50.0,15.0,2.0,7.08529711,650.0,11451.263685299999,4.0
16,5.0,50.0,15.0,2.0,7.08529711,650.0,11451.263685299999,4.0
17,5.0,63.0,61.0,2.0,6.82639131,1240.0,11451.263685299999,4.0
18,5.0,63.0,61.0,2.0,6.82639131,1240.0,11451.263685299999,4.0
19,5.0,169.0,126.0,1.0,6.613359,2970.0,11451.263685299999,4.0
20,5.0,44.0,4.0,2.0,7.52912513,480.0,11451.263685299999,4.0
21,5.0,44.0,61.0,2.0,6.91623705,1050.0,11451.263685299999,4.0
22,5.0,149.0,8.0,2.0,6.69455881,1570.0,11451.263685299999,4.0
23,5.0,169.0,178.0,2.0,6.5975763,3470.0,11451.263685299999,4.0
24,5.0,84.0,29.0,2.0,6.82688318,1130.0,11451.263685299999,4.0
25,3.0,44.0,4.0,2.0,7.9169027,480.0,11451.263685299999,4.0
26,3.0,44.0,4.0,2.0,7.9169027,480.0,11451.263685299999,4.0
27,5.0,169.0,196.0,1.0,6.60420417,3670.0,11451.263685299999,4.0
0,5.0,169.0,178.0,1.0,6.59463997,3490.0,11486.7944072,5.0
1,5.0,169.0,178.0,1.0,6.59463997,3490.0,11486.7944072,5.0
2,5.0,44.0,4.0,2.0,7.52912513,480.0,11486.7944072,5.0
3,5.0,44.0,4.0,2.0,7.52912513,480.0,11486.7944072,5.0
4,5.0,50.0,15.0,2.0,7.08529711,650.0,11486.7944072,5.0
5,5.0,169.0,126.0,1.0,6.613359,2970.0,11486.7944072,5.0
6,5.0,169.0,19.0,1.0,6.61752668,1900.0,11486.7944072,5.0
7,5.0,113.0,4.0,2.0,6.7410547,1170.0,11486.7944072,5.0
8,5.0,50.0,15.0,2.0,7.08529711,650.0,11486.7944072,5.0
9,5.0,44.0,61.0,2.0,6.91623705,1050.0,11486.7944072,5.0
10,5.0,84.0,29.0,2.0,6.82688318,1130.0,11486.7944072,5.0
11,5.0,44.0,61.0,2.0,6.91623705,1050.0,11486.7944072,5.0
12,5.0,124.0,26.0,2.0,6.71678427,1500.0,11486.7944072,5.0
13,5.0,169.0,178.0,2.0,6.5975763,3470.0,11486.7944072,5.0
14,5.0,149.0,19.0,2.0,6.6628542,1680.0,11486.7944072,5.0
15,5.0,169.0,4.0,2.0,6.62260646,1730.0,11486.7944072,5.0
16,5.0,169.0,19.0,1.0,6.61752668,1900.0,11486.7944072,5.0
17,5.0,149.0,8.0,2.0,6.69455881,1570.0,11486.7944072,5.0
18,5.0,149.0,8.0,2.0,6.69455881,1570.0,11486.7944072,5.0
19,5.0,169.0,178.0,2.0,6.5975763,3470.0,11486.7944072,5.0
20,5.0,169.0,4.0,2.0,6.62260646,1730.0,11486.7944072,5.0
21,5.0,169.0,19.0,1.0,6.61752668,1900.0,11486.7944072,5.0
22,5.0,169.0,19.0,1.0,6.61752668,1900.0,11486.7944072,5.0
23,5.0,169.0,19.0,1.0,6.61752668,1900.0,11486.7944072,5.0
24,5.0,169.0,19.0,1.0,6.61752668,1900.0,11486.7944072,5.0
25,5.0,169.0,4.0,2.0,6.62260646,1730.0,11486.7944072,5.0
26,5.0,169.0,4.0,2.0,6.62260646,1730.0,11486.7944072,5.0
27,5.0,169.0,178.0,1.0,6.59463997,3490.0,11486.7944072,5.0
0,5.0,169.0,178.0,1.0,6.59463997,3490.0,11496.723608799999,6.0
1,5.0,169.0,178.0,1.0,6.59463997,3490.0,11496.723608799999,6.0
2,5.0,2.0,4.0,2.0,10.91852246,60.0,11496.723608799999,6.0
3,5.0,44.0,4.0,2.0,7.52912513,480.0,11496.723608799999,6.0
4,5.0,169.0,126.0,1.0,6.613359,2970.0,11496.723608799999,6.0
5,5.0,169.0,19.0,1.0,6.61752668,1900.0,11496.723608799999,6.0
6,5.0,44.0,4.0,2.0,7.52912513,480.0,11496.723608799999,6.0
7,5.0,50.0,15.0,2.0,7.08529711,650.0,11496.723608799999,6.0
8,5.0,43.0,61.0,2.0,6.86580311,1040.0,11496.723608799999,6.0
9,5.0,169.0,159.0,1.0,6.60233803,3300.0,11496.723608799999,6.0
10,5.0,121.0,8.0,2.0,6.73235955,1290.0,11496.723608799999,6.0
11,5.0,50.0,15.0,2.0,7.08529711,650.0,11496.723608799999,6.0
12,5.0,169.0,126.0,1.0,6.613359,2970.0,11496.723608799999,6.0
13,5.0,124.0,26.0,2.0,6.71678427,1500.0,11496.723608799999,6.0
14,5.0,149.0,19.0,2.0,6.6628542,1680.0,11496.723608799999,6.0
15,5.0,169.0,4.0,2.0,6.62260646,1730.0,11496.723608799999,6.0
16,5.0,113.0,4.0,2.0,6.7410547,1170.0,11496.723608799999,6.0
17,5.0,169.0,19.0,1.0,6.61752668,1900.0,11496.723608799999,6.0
18,5.0,169.0,178.0,2.0,6.5975763,3470.0,11496.723608799999,6.0
19,5.0,84.0,29.0,2.0,6.82688318,1130.0,11496.723608799999,6.0
20,5.0,149.0,8.0,2.0,6.69455881,1570.0,11496.723608799999,6.0
21,5.0,149.0,8.0,2.0,6.69455881,1570.0,11496.723608799999,6.0
22,5.0,84.0,29.0,2.0,6.82688318,1130.0,11496.723608799999,6.0
23,5.0,169.0,4.0,2.0,6.62260646,1730.0,11496.723608799999,6.0
24,5.0,113.0,4.0,2.0,6.7410547,1170.0,11496.723608799999,6.0
25,5.0,169.0,178.0,2.0,6.5975763,3470.0,11496.723608799999,6.0
26,5.0,169.0,178.0,1.0,6.59463997,3490.0,11496.723608799999,6.0
27,5.0,169.0,178.0,1.0,6.59463997,3490.0,11496.723608799999,6.0
0,5.0,169.0,178.0,1.0,6.59463997,3490.0,11527.553689499999,7.0
1,5.0,169.0,178.0,1.0,6.59463997,3490.0,11527.553689499999,7.0
2,5.0,2.0,4.0,2.0,10.91852246,60.0,11527.553689499999,7.0
3,5.0,2.0,4.0,2.0,10.91852246,60.0,11527.553689499999,7.0
4,5.0,44.0,4.0,2.0,7.52912513,480.0,11527.553689499999,7.0
5,5.0,165.0,126.0,1.0,6.60751244,2930.0,11527.553689499999,7.0
6,5.0,199.0,8.0,2.0,6.61062536,2070.0,11527.553689499999,7.0
7,5.0,44.0,4.0,2.0,7.52912513,480.0,11527.553689499999,7.0
8,5.0,44.0,59.0,2.0,7.06942203,1030.0,11527.553689499999,7.0
9,5.0,50.0,15.0,2.0,7.08529711,650.0,11527.553689499999,7.0
10,5.0,44.0,13.0,2.0,7.27794001,570.0,11527.553689499999,7.0
11,5.0,169.0,159.0,1.0,6.60233803,3300.0,11527.553689499999,7.0
12,5.0,124.0,26.0,2.0,6.71678427,1500.0,11527.553689499999,7.0
13,5.0,43.0,61.0,2.0,6.86580311,1040.0,11527.553689499999,7.0
14,5.0,149.0,7.0,2.0,6.67996609,1560.0,11527.553689499999,7.0
15,5.0,121.0,8.0,2.0,6.73235955,1290.0,11527.553689499999,7.0
16,5.0,149.0,19.0,2.0,6.6628542,1680.0,11527.553689499999,7.0
17,5.0,169.0,4.0,2.0,6.62260646,1730.0,11527.553689499999,7.0
18,5.0,113.0,4.0,2.0,6.7410547,1170.0,11527.553689499999,7.0
19,5.0,169.0,29.0,2.0,6.61377035,1980.0,11527.553689499999,7.0
20,5.0,169.0,159.0,1.0,6.60233803,3300.0,11527.553689499999,7.0
21,5.0,169.0,19.0,1.0,6.61752668,1900.0,11527.553689499999,7.0
22,5.0,169.0,178.0,2.0,6.5975763,3470.0,11527.553689499999,7.0
23,5.0,84.0,29.0,2.0,6.82688318,1130.0,11527.553689499999,7.0
24,5.0,121.0,8.0,2.0,6.73235955,1290.0,11527.553689499999,7.0
25,5.0,50.0,15.0,2.0,7.08529711,650.0,11527.553689499999,7.0
26,5.0,169.0,19.0,1.0,6.61752668,1900.0,11527.553689499999,7.0
27,5.0,84.0,29.0,2.0,6.82688318,1130.0,11527.553689499999,7.0
0,5.0,169.0,178.0,1.0,6.59463997,3490.0,11548.0074233,8.0
1,5.0,169.0,178.0,1.0,6.59463997,3490.0,11548.0074233,8.0
2,5.0,2.0,4.0,2.0,10.91852246,60.0,11548.0074233,8.0
3,5.0,2.0,4.0,2.0,10.91852246,60.0,11548.0074233,8.0
4,5.0,44.0,4.0,2.0,7.52912513,480.0,11548.0074233,8.0
5,5.0,165.0,126.0,1.0,6.60751244,2930.0,11548.0074233,8.0
6,5.0,199.0,8.0,2.0,6.61062536,2070.0,11548.0074233,8.0
7,5.0,44.0,4.0,2.0,7.52912513,480.0,11548.0074233,8.0
8,5.0,44.0,59.0,2.0,7.06942203,1030.0,11548.0074233,8.0
9,5.0,50.0,15.0,2.0,7.08529711,650.0,11548.0074233,8.0
10,5.0,169.0,159.0,1.0,6.60233803,3300.0,11548.0074233,8.0
11,5.0,165.0,126.0,1.0,6.60751244,2930.0,11548.0074233,8.0
12,5.0,43.0,61.0,2.0,6.86580311,1040.0,11548.0074233,8.0
13,5.0,44.0,7.0,2.0,7.33177269,510.0,11548.0074233,8.0
14,5.0,44.0,13.0,2.0,7.27794001,570.0,11548.0074233,8.0
15,5.0,44.0,18.0,2.0,7.11711594,620.0,11548.0074233,8.0
16,5.0,121.0,8.0,2.0,6.73235955,1290.0,11548.0074233,8.0
17,5.0,158.0,4.0,2.0,6.64183034,1620.0,11548.0074233,8.0
18,5.0,124.0,26.0,2.0,6.71678427,1500.0,11548.0074233,8.0
19,5.0,113.0,4.0,2.0,6.7410547,1170.0,11548.0074233,8.0
20,5.0,169.0,4.0,2.0,6.62260646,1730.0,11548.0074233,8.0
21,5.0,175.0,17.0,2.0,6.6122827,1920.0,11548.0074233,8.0
22,5.0,169.0,19.0,1.0,6.61752668,1900.0,11548.0074233,8.0
23,5.0,169.0,159.0,1.0,6.60233803,3300.0,11548.0074233,8.0
24,5.0,169.0,178.0,2.0,6.5975763,3470.0,11548.0074233,8.0
25,5.0,199.0,8.0,2.0,6.61062536,2070.0,11548.0074233,8.0
26,5.0,149.0,7.0,2.0,6.67996609,1560.0,11548.0074233,8.0
27,5.0,121.0,8.0,2.0,6.73235955,1290.0,11548.0074233,8.0
0,5.0,169.0,178.0,1.0,6.59463997,3490.0,11548.0074233,9.0
1,5.0,169.0,178.0,1.0,6.59463997,3490.0,11548.0074233,9.0
2,5.0,2.0,4.0,2.0,10.91852246,60.0,11548.0074233,9.0
3,5.0,2.0,4.0,2.0,10.91852246,60.0,11548.0074233,9.0
4,5.0,44.0,4.0,2.0,7.52912513,480.0,11548.0074233,9.0
5,5.0,165.0,126.0,1.0,6.60751244,2930.0,11548.0074233,9.0
6,5.0,199.0,8.0,2.0,6.61062536,2070.0,11548.0074233,9.0
7,5.0,44.0,4.0,2.0,7.52912513,480.0,11548.0074233,9.0
8,5.0,44.0,59.0,2.0,7.06942203,1030.0,11548.0074233,9.0
9,5.0,50.0,15.0,2.0,7.08529711,650.0,11548.0074233,9.0
