idx,params_1,params_2,params_3,params_4,fitness,gen
19,4.0,187.0,77.0,2.0,6.5653,28.0
20,4.0,187.0,77.0,2.0,6.5653,28.0
21,4.0,187.0,167.0,2.0,6.5813,28.0
22,4.0,187.0,70.0,2.0,6.5821,28.0
23,4.0,187.0,82.0,2.0,6.5836,28.0
24,4.0,187.0,90.0,2.0,6.5862,28.0
25,4.0,187.0,82.0,2.0,6.5836,28.0
26,4.0,187.0,90.0,2.0,6.5862,28.0
27,4.0,187.0,90.0,2.0,6.5862,28.0
28,4.0,200.0,162.0,2.0,6.5642,28.0
29,4.0,187.0,144.0,2.0,6.5435,28.0
0,4.0,187.0,144.0,2.0,6.5435,29.0
1,4.0,187.0,144.0,2.0,6.5435,29.0
2,4.0,187.0,144.0,2.0,6.5435,29.0
3,4.0,187.0,144.0,2.0,6.5435,29.0
4,4.0,187.0,144.0,2.0,6.5435,29.0
5,4.0,200.0,91.0,2.0,6.5587,29.0
6,4.0,200.0,91.0,2.0,6.5587,29.0
7,4.0,200.0,91.0,2.0,6.5587,29.0
8,4.0,187.0,144.0,2.0,6.5435,29.0
9,4.0,196.0,162.0,2.0,6.5616,29.0
10,4.0,187.0,199.0,2.0,6.5628,29.0
11,4.0,187.0,199.0,2.0,6.5628,29.0
12,4.0,187.0,199.0,2.0,6.5628,29.0
13,4.0,187.0,199.0,2.0,6.5628,29.0
14,4.0,187.0,77.0,2.0,6.5653,29.0
15,4.0,187.0,77.0,2.0,6.5653,29.0
16,4.0,187.0,77.0,2.0,6.5653,29.0
17,4.0,187.0,77.0,2.0,6.5653,29.0
18,4.0,187.0,77.0,2.0,6.5653,29.0
19,4.0,187.0,77.0,2.0,6.5653,29.0
20,4.0,187.0,77.0,2.0,6.5653,29.0
21,4.0,187.0,77.0,2.0,6.5653,29.0
22,4.0,187.0,70.0,2.0,6.5821,29.0
23,4.0,187.0,167.0,2.0,6.5813,29.0
24,4.0,187.0,70.0,2.0,6.5821,29.0
25,4.0,187.0,82.0,2.0,6.5836,29.0
26,4.0,187.0,90.0,2.0,6.5862,29.0
27,4.0,187.0,90.0,2.0,6.5862,29.0
28,4.0,200.0,162.0,2.0,6.5642,29.0
29,4.0,187.0,144.0,2.0,6.5435,29.0
0,4.0,187.0,144.0,2.0,6.5435,30.0
1,4.0,187.0,144.0,2.0,6.5435,30.0
2,4.0,187.0,144.0,2.0,6.5435,30.0
3,4.0,187.0,144.0,2.0,6.5435,30.0
4,4.0,187.0,144.0,2.0,6.5435,30.0
5,4.0,187.0,144.0,2.0,6.5435,30.0
6,4.0,200.0,91.0,2.0,6.5587,30.0
7,4.0,200.0,91.0,2.0,6.5587,30.0
8,4.0,187.0,144.0,2.0,6.5435,30.0
9,4.0,196.0,162.0,2.0,6.5616,30.0
10,4.0,196.0,162.0,2.0,6.5616,30.0
11,4.0,187.0,199.0,2.0,6.5628,30.0
12,4.0,187.0,199.0,2.0,6.5628,30.0
13,4.0,187.0,199.0,2.0,6.5628,30.0
14,4.0,187.0,77.0,2.0,6.5653,30.0
15,4.0,187.0,77.0,2.0,6.5653,30.0
16,4.0,187.0,77.0,2.0,6.5653,30.0
17,4.0,187.0,77.0,2.0,6.5653,30.0
18,4.0,187.0,77.0,2.0,6.5653,30.0
19,4.0,187.0,77.0,2.0,6.5653,30.0
20,4.0,187.0,77.0,2.0,6.5653,30.0
21,4.0,187.0,77.0,2.0,6.5653,30.0
22,4.0,187.0,77.0,2.0,6.5653,30.0
23,4.0,187.0,167.0,2.0,6.5813,30.0
24,4.0,187.0,70.0,2.0,6.5821,30.0
25,4.0,187.0,167.0,2.0,6.5813,30.0
26,4.0,187.0,82.0,2.0,6.5836,30.0
27,4.0,187.0,90.0,2.0,6.5862,30.0
28,4.0,200.0,162.0,2.0,6.5642,30.0
29,4.0,187.0,144.0,2.0,6.5435,30.0
