idx,params_1,params_2,params_3,params_4,fitness_1,fitness_2,hypervolume,gen
6,5.0,196.0,9.0,2.0,6.59085208,2050.0,12238.428607900001,7.0
7,5.0,1.0,2.0,2.0,11.77599294,30.0,12238.428607900001,7.0
8,5.0,1.0,2.0,2.0,11.77599294,30.0,12238.428607900001,7.0
9,5.0,20.0,19.0,2.0,7.74075052,390.0,12238.428607900001,7.0
10,5.0,64.0,2.0,1.0,6.92306891,680.0,12238.428607900001,7.0
11,5.0,142.0,4.0,2.0,6.67799489,1460.0,12238.428607900001,7.0
12,5.0,20.0,19.0,2.0,7.74075052,390.0,12238.428607900001,7.0
13,5.0,99.0,1.0,2.0,6.8242721,1000.0,12238.428607900001,7.0
14,5.0,64.0,1.0,2.0,6.98880166,650.0,12238.428607900001,7.0
15,5.0,132.0,2.0,2.0,6.67822365,1340.0,12238.428607900001,7.0
16,5.0,166.0,4.0,2.0,6.66193265,1700.0,12238.428607900001,7.0
17,5.0,49.0,4.0,1.0,7.34415246,550.0,12238.428607900001,7.0
18,5.0,174.0,10.0,1.0,6.61344358,1860.0,12238.428607900001,7.0
19,5.0,119.0,4.0,2.0,6.74400988,1230.0,12238.428607900001,7.0
20,5.0,157.0,19.0,2.0,6.62929177,1760.0,12238.428607900001,7.0
21,5.0,43.0,6.0,2.0,7.48416299,490.0,12238.428607900001,7.0
22,5.0,49.0,4.0,1.0,7.34415246,550.0,12238.428607900001,7.0
23,5.0,43.0,6.0,2.0,7.48416299,490.0,12238.428607900001,7.0
24,5.0,99.0,19.0,1.0,6.79438623,1200.0,12238.428607900001,7.0
25,5.0,99.0,9.0,2.0,6.79775612,1080.0,12238.428607900001,7.0
26,5.0,194.0,2.0,2.0,6.60515656,1960.0,12238.428607900001,7.0
27,5.0,196.0,9.0,2.0,6.59085208,2050.0,12238.428607900001,7.0
0,5.0,196.0,62.0,1.0,6.57325707,2600.0,12293.921114200002,8.0
1,5.0,196.0,62.0,1.0,6.57325707,2600.0,12293.921114200002,8.0
2,2.0,1.0,1.0,2.0,12.80111762,20.0,12293.921114200002,8.0
3,2.0,1.0,1.0,2.0,12.80111762,20.0,12293.921114200002,8.0
4,5.0,7.0,1.0,2.0,9.02719815,80.0,12293.921114200002,8.0
5,2.0,1.0,2.0,1.0,10.61027593,50.0,12293.921114200002,8.0
6,5.0,196.0,17.0,2.0,6.58372706,2130.0,12293.921114200002,8.0
7,2.0,1.0,2.0,1.0,10.61027593,50.0,12293.921114200002,8.0
8,5.0,1.0,2.0,2.0,11.77599294,30.0,12293.921114200002,8.0
9,5.0,7.0,6.0,2.0,8.54858479,130.0,12293.921114200002,8.0
10,5.0,1.0,2.0,2.0,11.77599294,30.0,12293.921114200002,8.0
11,5.0,20.0,19.0,2.0,7.74075052,390.0,12293.921114200002,8.0
12,5.0,7.0,6.0,2.0,8.54858479,130.0,12293.921114200002,8.0
13,5.0,20.0,19.0,2.0,7.74075052,390.0,12293.921114200002,8.0
14,5.0,64.0,24.0,2.0,6.89387179,880.0,12293.921114200002,8.0
15,5.0,166.0,4.0,2.0,6.66193265,1700.0,12293.921114200002,8.0
16,5.0,64.0,1.0,2.0,6.98880166,650.0,12293.921114200002,8.0
17,5.0,64.0,2.0,1.0,6.92306891,680.0,12293.921114200002,8.0
18,5.0,142.0,4.0,2.0,6.67799489,1460.0,12293.921114200002,8.0
19,5.0,99.0,1.0,2.0,6.8242721,1000.0,12293.921114200002,8.0
20,5.0,99.0,9.0,2.0,6.79775612,1080.0,12293.921114200002,8.0
21,5.0,174.0,10.0,1.0,6.61344358,1860.0,12293.921114200002,8.0
22,5.0,49.0,4.0,1.0,7.34415246,550.0,12293.921114200002,8.0
23,5.0,194.0,2.0,2.0,6.60515656,1960.0,12293.921114200002,8.0
24,5.0,119.0,4.0,2.0,6.74400988,1230.0,12293.921114200002,8.0
25,5.0,157.0,19.0,2.0,6.62929177,1760.0,12293.921114200002,8.0
26,5.0,43.0,6.0,2.0,7.48416299,490.0,12293.921114200002,8.0
27,5.0,49.0,4.0,1.0,7.34415246,550.0,12293.921114200002,8.0
0,2.0,1.0,1.0,2.0,12.80111762,20.0,12386.7355261,9.0
1,2.0,1.0,1.0,2.0,12.80111762,20.0,12386.7355261,9.0
2,5.0,196.0,192.0,2.0,6.56863273,3880.0,12386.7355261,9.0
3,5.0,196.0,62.0,1.0,6.57325707,2600.0,12386.7355261,9.0
4,5.0,7.0,1.0,2.0,9.02719815,80.0,12386.7355261,9.0
5,2.0,1.0,2.0,1.0,10.61027593,50.0,12386.7355261,9.0
6,5.0,20.0,4.0,2.0,8.10095176,240.0,12386.7355261,9.0
7,2.0,1.0,2.0,1.0,10.61027593,50.0,12386.7355261,9.0
8,5.0,1.0,2.0,2.0,11.77599294,30.0,12386.7355261,9.0
9,5.0,1.0,2.0,2.0,11.77599294,30.0,12386.7355261,9.0
10,5.0,142.0,4.0,2.0,6.67799489,1460.0,12386.7355261,9.0
11,5.0,196.0,17.0,2.0,6.58372706,2130.0,12386.7355261,9.0
12,5.0,196.0,62.0,1.0,6.57325707,2600.0,12386.7355261,9.0
13,5.0,119.0,4.0,2.0,6.74400988,1230.0,12386.7355261,9.0
14,5.0,7.0,6.0,2.0,8.54858479,130.0,12386.7355261,9.0
15,5.0,7.0,6.0,2.0,8.54858479,130.0,12386.7355261,9.0
16,5.0,7.0,1.0,2.0,9.02719815,80.0,12386.7355261,9.0
17,5.0,58.0,2.0,2.0,7.13607504,600.0,12386.7355261,9.0
18,5.0,194.0,2.0,2.0,6.60515656,1960.0,12386.7355261,9.0
19,5.0,43.0,6.0,2.0,7.48416299,490.0,12386.7355261,9.0
20,5.0,99.0,9.0,2.0,6.79775612,1080.0,12386.7355261,9.0
21,5.0,166.0,4.0,2.0,6.66193265,1700.0,12386.7355261,9.0
22,5.0,99.0,1.0,2.0,6.8242721,1000.0,12386.7355261,9.0
23,5.0,20.0,19.0,1.0,7.58954737,410.0,12386.7355261,9.0
24,5.0,64.0,24.0,2.0,6.89387179,880.0,12386.7355261,9.0
25,5.0,20.0,19.0,2.0,7.74075052,390.0,12386.7355261,9.0
26,5.0,20.0,19.0,2.0,7.74075052,390.0,12386.7355261,9.0
27,5.0,70.0,9.0,2.0,6.89401987,790.0,12386.7355261,9.0
0,2.0,1.0,1.0,2.0,12.80111762,20.0,12387.3649121,10.0
1,2.0,1.0,1.0,2.0,12.80111762,20.0,12387.3649121,10.0
2,5.0,196.0,192.0,2.0,6.56863273,3880.0,12387.3649121,10.0
3,5.0,196.0,192.0,2.0,6.56863273,3880.0,12387.3649121,10.0
4,5.0,196.0,62.0,1.0,6.57325707,2600.0,12387.3649121,10.0
5,5.0,7.0,1.0,2.0,9.02719815,80.0,12387.3649121,10.0
6,2.0,1.0,2.0,1.0,10.61027593,50.0,12387.3649121,10.0
7,2.0,1.0,2.0,1.0,10.61027593,50.0,12387.3649121,10.0
8,5.0,1.0,2.0,2.0,11.77599294,30.0,12387.3649121,10.0
9,5.0,1.0,2.0,2.0,11.77599294,30.0,12387.3649121,10.0
10,5.0,166.0,4.0,2.0,6.66193265,1700.0,12387.3649121,10.0
11,5.0,196.0,17.0,2.0,6.58372706,2130.0,12387.3649121,10.0
12,5.0,194.0,2.0,2.0,6.60515656,1960.0,12387.3649121,10.0
13,5.0,196.0,62.0,1.0,6.57325707,2600.0,12387.3649121,10.0
14,5.0,20.0,4.0,2.0,8.10095176,240.0,12387.3649121,10.0
15,5.0,7.0,6.0,2.0,8.54858479,130.0,12387.3649121,10.0
16,5.0,70.0,9.0,2.0,6.89401987,790.0,12387.3649121,10.0
17,5.0,61.0,2.0,2.0,7.10460574,630.0,12387.3649121,10.0
18,5.0,20.0,4.0,2.0,8.10095176,240.0,12387.3649121,10.0
19,5.0,7.0,6.0,2.0,8.54858479,130.0,12387.3649121,10.0
20,5.0,7.0,1.0,2.0,9.02719815,80.0,12387.3649121,10.0
21,5.0,43.0,6.0,2.0,7.48416299,490.0,12387.3649121,10.0
22,5.0,142.0,4.0,2.0,6.67799489,1460.0,12387.3649121,10.0
23,5.0,99.0,9.0,2.0,6.79775612,1080.0,12387.3649121,10.0
24,5.0,119.0,4.0,2.0,6.74400988,1230.0,12387.3649121,10.0
25,5.0,99.0,1.0,2.0,6.8242721,1000.0,12387.3649121,10.0
26,5.0,20.0,19.0,1.0,7.58954737,410.0,12387.3649121,10.0
27,5.0,64.0,24.0,2.0,6.89387179,880.0,12387.3649121,10.0
0,5.0,196.0,192.0,2.0,6.56863273,3880.0,12394.985441300001,11.0
1,5.0,196.0,192.0,2.0,6.56863273,3880.0,12394.985441300001,11.0
2,5.0,1.0,1.0,2.0,12.08055432,20.0,12394.985441300001,11.0
3,5.0,196.0,62.0,1.0,6.57325707,2600.0,12394.985441300001,11.0
4,5.0,7.0,1.0,2.0,9.02719815,80.0,12394.985441300001,11.0
5,2.0,1.0,2.0,1.0,10.61027593,50.0,12394.985441300001,11.0
6,2.0,1.0,2.0,1.0,10.61027593,50.0,12394.985441300001,11.0
7,5.0,1.0,2.0,2.0,11.77599294,30.0,12394.985441300001,11.0
8,5.0,20.0,19.0,1.0,7.58954737,410.0,12394.985441300001,11.0
9,5.0,196.0,17.0,2.0,6.58372706,2130.0,12394.985441300001,11.0
10,5.0,43.0,6.0,2.0,7.48416299,490.0,12394.985441300001,11.0
11,5.0,166.0,1.0,2.0,6.65870157,1670.0,12394.985441300001,11.0
12,5.0,142.0,4.0,2.0,6.67799489,1460.0,12394.985441300001,11.0
13,5.0,196.0,62.0,1.0,6.57325707,2600.0,12394.985441300001,11.0
14,5.0,119.0,4.0,2.0,6.74400988,1230.0,12394.985441300001,11.0
15,5.0,7.0,6.0,2.0,8.54858479,130.0,12394.985441300001,11.0
16,5.0,20.0,2.0,2.0,8.20619155,220.0,12394.985441300001,11.0
17,5.0,20.0,4.0,2.0,8.10095176,240.0,12394.985441300001,11.0
18,5.0,7.0,1.0,2.0,9.02719815,80.0,12394.985441300001,11.0
19,5.0,61.0,4.0,2.0,7.01262711,650.0,12394.985441300001,11.0
20,5.0,194.0,2.0,2.0,6.60515656,1960.0,12394.985441300001,11.0
21,5.0,7.0,6.0,2.0,8.54858479,130.0,12394.985441300001,11.0
22,5.0,99.0,9.0,2.0,6.79775612,1080.0,12394.985441300001,11.0
23,5.0,61.0,2.0,2.0,7.10460574,630.0,12394.985441300001,11.0
24,5.0,99.0,1.0,2.0,6.8242721,1000.0,12394.985441300001,11.0
25,5.0,64.0,24.0,2.0,6.89387179,880.0,12394.985441300001,11.0
26,5.0,20.0,4.0,2.0,8.10095176,240.0,12394.985441300001,11.0
27,5.0,1.0,2.0,2.0,11.77599294,30.0,12394.985441300001,11.0
0,5.0,196.0,192.0,2.0,6.56863273,3880.0,12420.717555099998,12.0
1,5.0,196.0,192.0,2.0,6.56863273,3880.0,12420.717555099998,12.0
2,5.0,1.0,1.0,2.0,12.08055432,20.0,12420.717555099998,12.0
3,5.0,1.0,1.0,2.0,12.08055432,20.0,12420.717555099998,12.0
4,5.0,196.0,62.0,1.0,6.57325707,2600.0,12420.717555099998,12.0
5,5.0,7.0,1.0,2.0,9.02719815,80.0,12420.717555099998,12.0
6,2.0,1.0,2.0,1.0,10.61027593,50.0,12420.717555099998,12.0
7,2.0,1.0,2.0,1.0,10.61027593,50.0,12420.717555099998,12.0
8,5.0,1.0,2.0,2.0,11.77599294,30.0,12420.717555099998,12.0
9,5.0,43.0,6.0,2.0,7.48416299,490.0,12420.717555099998,12.0
10,5.0,142.0,4.0,2.0,6.67799489,1460.0,12420.717555099998,12.0
11,5.0,61.0,2.0,2.0,7.10460574,630.0,12420.717555099998,12.0
12,5.0,64.0,24.0,2.0,6.89387179,880.0,12420.717555099998,12.0
13,5.0,196.0,17.0,2.0,6.58372706,2130.0,12420.717555099998,12.0
14,5.0,196.0,62.0,1.0,6.57325707,2600.0,12420.717555099998,12.0
15,5.0,7.0,6.0,2.0,8.54858479,130.0,12420.717555099998,12.0
16,5.0,20.0,2.0,2.0,8.20619155,220.0,12420.717555099998,12.0
17,5.0,194.0,2.0,2.0,6.60515656,1960.0,12420.717555099998,12.0
18,5.0,61.0,4.0,2.0,7.01262711,650.0,12420.717555099998,12.0
19,5.0,7.0,1.0,2.0,9.02719815,80.0,12420.717555099998,12.0
20,5.0,27.0,6.0,2.0,7.76697424,330.0,12420.717555099998,12.0
21,5.0,20.0,4.0,1.0,8.01961658,260.0,12420.717555099998,12.0
22,5.0,166.0,1.0,2.0,6.65870157,1670.0,12420.717555099998,12.0
23,5.0,7.0,6.0,2.0,8.54858479,130.0,12420.717555099998,12.0
24,5.0,119.0,4.0,2.0,6.74400988,1230.0,12420.717555099998,12.0
25,5.0,166.0,1.0,2.0,6.65870157,1670.0,12420.717555099998,12.0
26,5.0,99.0,9.0,2.0,6.79775612,1080.0,12420.717555099998,12.0
27,5.0,1.0,2.0,2.0,11.77599294,30.0,12420.717555099998,12.0
0,5.0,196.0,192.0,2.0,6.56863273,3880.0,12436.2654022,13.0
1,5.0,196.0,192.0,2.0,6.56863273,3880.0,12436.2654022,13.0
2,5.0,1.0,1.0,2.0,12.08055432,20.0,12436.2654022,13.0
3,5.0,1.0,1.0,2.0,12.08055432,20.0,12436.2654022,13.0
4,5.0,196.0,62.0,1.0,6.57325707,2600.0,12436.2654022,13.0
5,5.0,1.0,4.0,1.0,9.99488702,70.0,12436.2654022,13.0
6,2.0,1.0,2.0,1.0,10.61027593,50.0,12436.2654022,13.0
7,5.0,1.0,2.0,2.0,11.77599294,30.0,12436.2654022,13.0
8,5.0,7.0,1.0,2.0,9.02719815,80.0,12436.2654022,13.0
9,5.0,196.0,17.0,2.0,6.58372706,2130.0,12436.2654022,13.0
10,5.0,142.0,4.0,2.0,6.67799489,1460.0,12436.2654022,13.0
11,5.0,27.0,6.0,2.0,7.76697424,330.0,12436.2654022,13.0
