idx,params_1,params_2,params_3,params_4,fitness_1,fitness_2,hypervolume,gen
0,5.0,36.0,73.0,1.0,6.97389713,1110.0,1921.26703975,1.0
1,5.0,36.0,73.0,1.0,6.97389713,1110.0,1921.26703975,1.0
2,4.0,195.0,108.0,2.0,6.70685738,3030.0,1921.26703975,1.0
3,5.0,36.0,73.0,1.0,6.97389713,1110.0,1921.26703975,1.0
0,4.0,195.0,108.0,2.0,6.70685738,3030.0,2105.861958400002,2.0
1,5.0,32.0,73.0,1.0,7.04916778,1070.0,2105.861958400002,2.0
2,5.0,36.0,73.0,1.0,6.97389713,1110.0,2105.861958400002,2.0
3,5.0,36.0,73.0,1.0,6.97389713,1110.0,2105.861958400002,2.0
0,4.0,195.0,108.0,2.0,6.70685738,3030.0,2105.861958400002,3.0
1,4.0,195.0,108.0,2.0,6.70685738,3030.0,2105.861958400002,3.0
2,5.0,32.0,73.0,1.0,7.04916778,1070.0,2105.861958400002,3.0
3,5.0,32.0,73.0,1.0,7.04916778,1070.0,2105.861958400002,3.0
0,5.0,32.0,5.0,1.0,7.67662115,390.0,4030.2041389199976,4.0
1,5.0,195.0,108.0,2.0,6.57985683,3030.0,4030.2041389199976,4.0
2,5.0,32.0,73.0,2.0,7.02866688,1050.0,4030.2041389199976,4.0
3,4.0,195.0,108.0,2.0,6.70685738,3030.0,4030.2041389199976,4.0
0,5.0,32.0,5.0,1.0,7.67662115,390.0,4030.2041389199976,5.0
1,5.0,195.0,108.0,2.0,6.57985683,3030.0,4030.2041389199976,5.0
2,5.0,195.0,108.0,2.0,6.57985683,3030.0,4030.2041389199976,5.0
3,5.0,32.0,73.0,2.0,7.02866688,1050.0,4030.2041389199976,5.0
0,5.0,32.0,5.0,1.0,7.67662115,390.0,4030.2041389199976,6.0
1,5.0,195.0,108.0,2.0,6.57985683,3030.0,4030.2041389199976,6.0
2,5.0,195.0,108.0,2.0,6.57985683,3030.0,4030.2041389199976,6.0
3,5.0,32.0,73.0,2.0,7.02866688,1050.0,4030.2041389199976,6.0
