idx,params_1,params_2,params_3,params_4,fitness_1,fitness_2,hypervolume,gen
0,4.0,49.0,27.0,1.0,7.25309665,780.0,482.3768234399996,1.0
1,5.0,9.0,19.0,1.0,7.78256059,300.0,482.3768234399996,1.0
2,5.0,9.0,19.0,1.0,7.78256059,300.0,482.3768234399996,1.0
3,3.0,33.0,32.0,2.0,7.77604244,650.0,482.3768234399996,1.0
0,4.0,49.0,27.0,1.0,7.25309665,780.0,482.3768234399996,2.0
1,4.0,49.0,27.0,1.0,7.25309665,780.0,482.3768234399996,2.0
2,5.0,9.0,19.0,1.0,7.78256059,300.0,482.3768234399996,2.0
3,5.0,9.0,19.0,1.0,7.78256059,300.0,482.3768234399996,2.0
0,5.0,9.0,19.0,1.0,7.78256059,300.0,482.58577843999956,3.0
1,5.0,9.0,19.0,1.0,7.78256059,300.0,482.58577843999956,3.0
2,5.0,49.0,27.0,1.0,7.04414165,780.0,482.58577843999956,3.0
3,5.0,9.0,19.0,1.0,7.78256059,300.0,482.58577843999956,3.0
0,5.0,9.0,19.0,1.0,7.78256059,300.0,482.58577843999956,4.0
1,5.0,9.0,19.0,1.0,7.78256059,300.0,482.58577843999956,4.0
2,5.0,49.0,27.0,1.0,7.04414165,780.0,482.58577843999956,4.0
3,5.0,49.0,27.0,1.0,7.04414165,780.0,482.58577843999956,4.0
0,5.0,9.0,19.0,1.0,7.78256059,300.0,586.9468899399996,5.0
1,5.0,9.0,19.0,1.0,7.78256059,300.0,586.9468899399996,5.0
2,5.0,49.0,33.0,1.0,6.98816655,840.0,586.9468899399996,5.0
3,5.0,49.0,27.0,1.0,7.04414165,780.0,586.9468899399996,5.0
