0,1,2,3
5,193,200,2
5,193,173,2
5,193,151,2
5,193,110,2
5,193,3,2
5,185,3,2
5,176,11,2
5,178,3,2
5,157,5,1
5,149,3,2
5,137,5,1
5,124,3,2
5,105,11,2
5,107,5,2
5,99,5,2
5,93,5,2
5,88,3,2
5,85,3,2
5,83,3,2
5,74,5,2
5,72,5,2
5,65,3,2
5,53,3,2
5,50,3,2
5,48,3,2
5,40,5,2
5,39,3,2
5,36,3,2
5,21,16,2
5,1,32,1
5,1,32,2
5,29,3,2
5,1,27,1
5,22,3,2
5,20,3,2
5,17,5,2
5,1,13,1
5,1,11,1
5,8,5,2
5,1,11,2
5,1,5,1
5,1,5,2
5,1,4,2
5,1,3,2
