idx,params_1,params_2,params_3,params_4,fitness_1,fitness_2,hypervolume,gen
0,5.0,36.0,73.0,1.0,6.97389713,1110.0,2982.8022750099994,1.0
1,5.0,36.0,73.0,1.0,6.97389713,1110.0,2982.8022750099994,1.0
2,5.0,36.0,73.0,1.0,6.97389713,1110.0,2982.8022750099994,1.0
3,5.0,57.0,62.0,1.0,6.88516811,1210.0,2982.8022750099994,1.0
4,5.0,115.0,24.0,1.0,6.70564713,1410.0,2982.8022750099994,1.0
5,5.0,115.0,24.0,1.0,6.70564713,1410.0,2982.8022750099994,1.0
6,5.0,115.0,24.0,1.0,6.70564713,1410.0,2982.8022750099994,1.0
7,5.0,181.0,17.0,1.0,6.6200242,2000.0,2982.8022750099994,1.0
8,3.0,86.0,6.0,2.0,7.32349041,920.0,2982.8022750099994,1.0
9,5.0,174.0,109.0,2.0,6.5494929,2830.0,2982.8022750099994,1.0
10,5.0,123.0,42.0,2.0,6.72443611,1650.0,2982.8022750099994,1.0
11,5.0,123.0,114.0,2.0,6.68199998,2370.0,2982.8022750099994,1.0
12,5.0,127.0,86.0,1.0,6.69251044,2150.0,2982.8022750099994,1.0
13,5.0,127.0,86.0,1.0,6.69251044,2150.0,2982.8022750099994,1.0
14,5.0,127.0,86.0,1.0,6.69251044,2150.0,2982.8022750099994,1.0
15,5.0,141.0,129.0,1.0,6.65252492,2720.0,2982.8022750099994,1.0
16,1.0,141.0,4.0,1.0,7.95072062,1470.0,2982.8022750099994,1.0
17,5.0,141.0,151.0,2.0,6.64686782,2920.0,2982.8022750099994,1.0
18,5.0,182.0,172.0,1.0,6.59746254,3560.0,2982.8022750099994,1.0
19,4.0,24.0,153.0,2.0,7.17839931,1770.0,2982.8022750099994,1.0
0,5.0,57.0,62.0,1.0,6.88516811,1210.0,3036.489712509999,2.0
1,5.0,115.0,24.0,1.0,6.70564713,1410.0,3036.489712509999,2.0
2,5.0,115.0,24.0,1.0,6.70564713,1410.0,3036.489712509999,2.0
3,5.0,115.0,24.0,1.0,6.70564713,1410.0,3036.489712509999,2.0
4,5.0,115.0,24.0,1.0,6.70564713,1410.0,3036.489712509999,2.0
5,5.0,181.0,17.0,1.0,6.6200242,2000.0,3036.489712509999,2.0
6,5.0,181.0,17.0,1.0,6.6200242,2000.0,3036.489712509999,2.0
7,3.0,86.0,6.0,2.0,7.32349041,920.0,3036.489712509999,2.0
8,5.0,174.0,109.0,2.0,6.5494929,2830.0,3036.489712509999,2.0
9,5.0,174.0,109.0,2.0,6.5494929,2830.0,3036.489712509999,2.0
10,5.0,115.0,24.0,2.0,6.71369356,1390.0,3036.489712509999,2.0
11,5.0,53.0,62.0,1.0,6.90014812,1170.0,3036.489712509999,2.0
12,5.0,36.0,73.0,2.0,6.90028347,1090.0,3036.489712509999,2.0
13,3.0,86.0,6.0,1.0,7.28964344,940.0,3036.489712509999,2.0
14,5.0,200.0,6.0,2.0,6.58190734,2060.0,3036.489712509999,2.0
15,5.0,36.0,73.0,1.0,6.97389713,1110.0,3036.489712509999,2.0
16,5.0,36.0,73.0,1.0,6.97389713,1110.0,3036.489712509999,2.0
17,5.0,181.0,66.0,2.0,6.59225958,2470.0,3036.489712509999,2.0
18,5.0,115.0,24.0,2.0,6.72756899,1390.0,3036.489712509999,2.0
19,5.0,123.0,114.0,2.0,6.68199998,2370.0,3036.489712509999,2.0
0,3.0,86.0,6.0,2.0,7.32349041,920.0,3056.1019319099996,3.0
1,5.0,174.0,109.0,2.0,6.5494929,2830.0,3056.1019319099996,3.0
2,5.0,174.0,109.0,2.0,6.5494929,2830.0,3056.1019319099996,3.0
3,5.0,200.0,6.0,2.0,6.58190734,2060.0,3056.1019319099996,3.0
4,5.0,36.0,73.0,2.0,6.90028347,1090.0,3056.1019319099996,3.0
5,3.0,86.0,6.0,1.0,7.28964344,940.0,3056.1019319099996,3.0
6,5.0,174.0,6.0,1.0,6.61113097,1820.0,3056.1019319099996,3.0
7,5.0,57.0,73.0,1.0,6.85565787,1320.0,3056.1019319099996,3.0
8,5.0,115.0,24.0,2.0,6.71369356,1390.0,3056.1019319099996,3.0
9,5.0,115.0,24.0,1.0,6.70564713,1410.0,3056.1019319099996,3.0
10,5.0,57.0,62.0,1.0,6.88516811,1210.0,3056.1019319099996,3.0
11,5.0,115.0,24.0,1.0,6.70564713,1410.0,3056.1019319099996,3.0
12,3.0,86.0,6.0,1.0,7.28964344,940.0,3056.1019319099996,3.0
13,5.0,53.0,62.0,1.0,6.90014812,1170.0,3056.1019319099996,3.0
14,5.0,36.0,73.0,2.0,6.90028347,1090.0,3056.1019319099996,3.0
15,5.0,115.0,24.0,1.0,6.70564713,1410.0,3056.1019319099996,3.0
16,5.0,115.0,24.0,1.0,6.70564713,1410.0,3056.1019319099996,3.0
17,5.0,115.0,24.0,1.0,6.70564713,1410.0,3056.1019319099996,3.0
18,5.0,174.0,109.0,2.0,6.5494929,2830.0,3056.1019319099996,3.0
19,5.0,174.0,109.0,2.0,6.5494929,2830.0,3056.1019319099996,3.0
0,5.0,174.0,109.0,2.0,6.5494929,2830.0,3100.714231950001,4.0
1,5.0,174.0,109.0,2.0,6.5494929,2830.0,3100.714231950001,4.0
2,5.0,57.0,6.0,2.0,7.14305895,630.0,3100.714231950001,4.0
3,5.0,86.0,6.0,2.0,6.82219913,920.0,3100.714231950001,4.0
4,5.0,115.0,24.0,2.0,6.71369356,1390.0,3100.714231950001,4.0
5,5.0,200.0,73.0,1.0,6.57389557,2750.0,3100.714231950001,4.0
6,5.0,200.0,6.0,2.0,6.58190734,2060.0,3100.714231950001,4.0
7,5.0,174.0,6.0,1.0,6.61113097,1820.0,3100.714231950001,4.0
8,5.0,174.0,6.0,1.0,6.61113097,1820.0,3100.714231950001,4.0
9,5.0,115.0,24.0,1.0,6.70564713,1410.0,3100.714231950001,4.0
